"学校名","别名"
宾夕法尼亚大学,"宾夕法尼亚大学,University of Pennsylvania,美國賓州大學,宾西法尼亚大学,賓州大學,美国宾州大学,UPenn,宾大,宾大(UPenn,宾州大学,美国宾夕法尼亚大学"
杜克大学,"杜克大学,Duke University,美国杜克大学,Blue Devil"
康奈尔大学,"康奈尔大学,Cornell University,美国康乃尔大学,美國康乃爾大學,美国康奈尔大学,康乃尔大学,康奈尔"
威斯康辛大学麦迪逊分校,"威斯康辛大学麦迪逊分校,University of Wisconsin--Madison,UW-Madison,美国威斯康星大学麦迪逊分校,WISC,威斯康星麦迪逊,威斯康星麦迪逊大学,威斯康星麦迪逊分校,University of Wisconsin–Madison,University of Wisconsin-Madison"
明尼苏达大学双城分校,"明尼苏达大学双城分校,University of Minnesota--Twin Cities,University of Minnesota-Twin Cities,University of Minnesota, Twin Cities"
德克萨斯大学奥斯汀分校,"德克萨斯大学奥斯汀分校,University of Texas--Austin,美国德克萨斯大学奥斯汀分校,得克萨斯大学奥斯汀分校,德州大学奥斯丁分校,德克萨斯州大学奥斯汀分校,德克萨斯大学奥斯丁分校,德州大学奥斯汀分校,UT-Austin,University of Texas at Austin,The University of Texas at Austin"
北卡罗来纳大学教堂山分校,"北卡罗来纳大学教堂山分校,University of North Carolina at Chapel Hill,UNC,北卡罗来纳教堂山分校,北卡教堂山,University of North Carolina, Chapel Hill,University of North Carolina at ChapelHill"
俄亥俄州立大学,"俄亥俄州立大学,Ohio State University,美国俄亥俄州立大学,Ohio State,The Ohio State University"
伊利诺伊大学香槟分校,"伊利诺伊大学香槟分校,University of Illinois--Urbana-Champaign,UIUC,伊利诺伊大学厄巴纳-香槟分校,University of Illinois at Urbana-Champaign"
纽约大学,"纽约大学,New York University,紐約大学,紐約大學,美国纽约大学,NYU,纽大"
波士顿大学,"波士顿大学,Boston University,美國波士頓大學,波士頓大學,BU"
加州大学戴维斯分校,"加州大学戴维斯分校,University of California--Davis,加利福尼亚大学戴维斯分校,UC Davis,University of California, Davis,University of California Davis"
匹兹堡大学,"匹兹堡大学,University of Pittsburgh,美国匹兹堡大学,匹大,PITT,匹兹堡大學,The University of Pittsburgh"
南加州大学,"南加州大学,University of Southern California,南加大,南加利福尼亚大学,USC"
马里兰大学帕克分校,"马里兰大学帕克分校,University of Maryland--College Park,马里兰大学学院市分校,美国马里兰大学帕克分校,美國馬里蘭大學,University of Maryland, College Park,University of Maryland"
佛罗里达大学,"佛罗里达大学,University of Florida,佛羅里達大學,美国佛罗里达大学,UF,The University of Florida"
佐治亚理工学院,"佐治亚理工学院,Georgia Institute of Technology,Georgia Tech,乔治亚理工学院,乔治亚理工学院(Georgia Tech),Georgia Tech/Gatech/GT,The Georgia Institute of Technology"
亚利桑那大学,"亚利桑那大学,University of Arizona,亚利桑那州大学,亚历桑那大学,The University of Arizona"
普渡大学,"普渡大学,Purdue University,美國普渡大學,Purdue/普渡/PU,普度大学,美国普渡大学"
洛克菲勒大学,"洛克菲勒大学,Rockefeller University,The Rockefeller University"
卡耐基梅隆大学,"卡耐基梅隆大学,Carnegie Mellon University,卡内基·梅隆大学,卡内基梅隆大学"
密歇根州立大学,"密歇根州立大学,Michigan State University,密西根州立大学,MSU,美国密西根州立大学"
埃默里大学,"埃默里大学,Emory University,Emory"
德州农工大学,"德州农工大学,Texas A&M University--College Station,TAMU,德克萨斯A&M大学,Texas A&M University"
莱斯大学,"莱斯大学,Rice University,赖斯大学,Rice"
范德堡大学,"范德堡大学,Vanderbilt University,范德比尔特大学,美国范德堡大学,Vandy"
塔夫茨大学,"塔夫茨大学,Tufts University,塔夫斯大学"
弗吉尼亚大学,"弗吉尼亚大学,University of Virginia,美国弗吉尼亚大学,UVa,The University of Virginia"
布朗大学,"布朗大学,Brown University,Brown. 小棕,美国布朗大学"
罗切斯特大学,"罗切斯特大学,University of Rochester,美国罗彻斯特大学,罗彻斯特大学,羅徹斯特大學,U of R"
爱荷华大学,"爱荷华大学,University of Iowa,衣阿华大学,艾奥瓦大学,爱大,美国爱荷华大学,U-Iowa,The University of Iowa"
纽约州立大学石溪分校,"纽约州立大学石溪分校,Stony Brook University--SUNY,纽约州大,SUNY,纽约州大, SUNY,Tompkins Cortland Community College,State University of New York at Stony Brook"
凯斯西储大学,"凯斯西储大学,Case Western Reserve University,CWRU,CASE,CWRU, CASE"
亚利桑那州立大学,"亚利桑那州立大学,Arizona State University,ASU"
犹他大学,"犹他大学,University of Utah,U of U,美国犹他大学,美國猶他大學,犹他州大学,The University of Utah"
爱荷华州立大学,"爱荷华州立大学,Iowa State University,Iowa State University / Iowa State Universityof Science and Technology"
马里兰大学巴尔的摩分校,"马里兰大学巴尔的摩分校,University of Maryland--Baltimore,University of Maryland-Baltimore,University of Maryland, Baltimore"
贝勒医学院,"贝勒医学院,Baylor College of Medicine"
德克萨斯大学西南医学中心,"德克萨斯大学西南医学中心,University of Texas Southwestern Medical Center--Dallas,得克萨斯大学,Texas College,The University of Texas Southwestern Medical Center"
伊利诺伊大学芝加哥分校,"伊利诺伊大学芝加哥分校,University of Illinois--Chicago,伊利诺大学芝加哥校区,美国伊利诺斯大学芝加哥分校,伊利诺伊芝加哥大学,美国伊利诺伊大学芝加哥分校,University of Illinois, Chicago,University of Illinoisat Chicago,University of Illinois at Chicago"
田纳西大学诺克斯维尔分校,"田纳西大学诺克斯维尔分校,University of Tennessee--Knoxville,美国田纳西州诺克斯维尔校区,The University of Tennessee, Knoxville,The University of Tenneessee,Knoxville"
佛罗里达州立大学,"佛罗里达州立大学,Florida State University,美国佛罗里达州立大学,佛罗里达州大学,FSU"
阿拉巴马大学伯明翰分校,"阿拉巴马大学伯明翰分校,University of Alabama--Birmingham,The University of Alabama at Birmingham"
辛辛那提大学,"辛辛那提大学,University of Cincinnati,美国辛辛那提大学,UC"
乔治敦大学,"乔治敦大学,Georgetown University,乔治城大学,GT,GU,GT,GU"
塔夫斯大学,"塔夫斯大学,Tufts University"
乔治华盛顿大学,"乔治华盛顿大学,George Washington University,乔治·华盛顿大学,The George Washington University"
马里兰大学学院公园分校,"马里兰大学学院公园分校,University of Maryland,College Park,马里兰大学学院市分校,马里兰大学帕克分校,美国马里兰大学帕克分校,美國馬里蘭大學,University of Maryland, College Park,University of Maryland College Park"
加州大学圣塔芭芭拉分校,"加州大学圣塔芭芭拉分校,University of California,Santa Barbara,加州大学圣巴巴拉分校,加州大学圣芭芭拉分校,加州大学圣塔芭芭拉分校(也常译作圣塔芭芭拉加州大学),UCSB,University of California, Santa Barbara,University of California Santa Barbara (UCSB)"
圣路易斯华盛顿大学,"圣路易斯华盛顿大学,Washington University in St Louis,华盛顿圣路易斯,华盛顿大学在圣路易斯,华盛顿大学 圣路易斯,圣路易华盛顿大学,华盛顿大学圣路易斯分校,美国圣路易斯华盛顿大学,华盛顿大学(圣路易斯),WUSTL,Wash. U 和WU,华大,Washington University IN St. Louis,Wash. U 和WU, 华大"
艾茉莉大学,"艾茉莉大学,Emory University,埃默里大学,Emory"
普渡大学西拉法叶分校,"普渡大学西拉法叶分校,Purdue University,美國普渡大學,Purdue/普渡/PU,普度大学,美国普渡大学"
加州大学圣地亚哥分校,"加州大学圣地亚哥分校,University of California,San Diego,加利福尼亚大学圣迭戈分校,UCSD,University of California–San Diego,University of California, San Diego,University of California San Diego (UCSD)"
宾州州立大学公园分校,"宾州州立大学公园分校,Pennsylvania State University,Penn State,PSU,宾州州立大学,宾夕法尼亚州立大学,Pennsylvania State University,University Park"
达特茅斯学院,"达特茅斯学院,Dartmouth College,美国达特茅斯大学,美国达特茅斯学院"
科罗拉多大学博尔德分校,"科罗拉多大学博尔德分校,University of Colorado Boulder,科罗拉多大学波尔得分校"
密歇根大学安娜堡分校,"密歇根大学安娜堡分校,University of Michigan,密歇根大学,U of M,密西根大学,UM,UMich,密歇根大學安娜堡分校,密大,Michigan,密歇根安娜堡大学,密西根大学安娜堡分校,University of Michigan, Ann Arbor,University of Michigan-Ann Arbor"
加州大学尔湾分校,"加州大学尔湾分校,University of California,Irvine,加州大学欧文分校,加利福尼亚大学尔湾分校,UCI,UC Irvine,University of California, Irvine,University of California Irvine"
三一大学,"三一大学,Leeds Trinity University,Trinity University (Texas),Trinity University"
东伦敦大学,"东伦敦大学,University of East London,英国东伦敦大学,UEL"
中央兰开夏大学,"中央兰开夏大学,University of Central Lancashire,UCLan"
伦敦南岸大学,"伦敦南岸大学,London South Bank University"
伦敦大学,"伦敦大学,Courtauld Institute of Art,university of london"
伦敦大学伯克贝克学院,"伦敦大学伯克贝克学院,Birkbeck,University of London,Birkbeck College, University of London"
伦敦艺术大学,"伦敦艺术大学,University of the Arts London,倫敦藝術大學,UAL"
伯恩茅斯大学,"伯恩茅斯大学,Bournemouth University,BU"
伯明翰城市大学,"伯明翰城市大学,Birmingham City University,英国伯明翰城市大学,英國伯明翰城市大學,BCU"
克兰菲尔德大学,"克兰菲尔德大学,Cranfield University"
切斯特大学,"切斯特大学,University of Chester,英国切斯特大学"
创意艺术大学,"创意艺术大学,University for the Creative Arts,UCA,英国创意艺术大学"
利兹艺术大学,"利兹艺术大学,Leeds Arts University,英國利茲大學,英國里茲大學,英国里兹大学,英国利兹大学"
利兹贝克特大学,"利兹贝克特大学,Leeds Beckett University"
利物浦约翰摩尔斯大学,"利物浦约翰摩尔斯大学,Liverpool John Moores University,LJMU,利物浦约翰摩尔大学,利物浦约翰·穆尔斯大学"
北安普顿大学,"北安普顿大学,The University of Northampton,UoN,英国北安普顿大学"
南威尔士大学,"南威尔士大学,University of South Wales,University of South Wales (Prifysgol De Cymru)"
哈德斯菲尔德大学,"哈德斯菲尔德大学,University of Huddersfield,哈德斯费尔德大学,HUD"
圣约翰大学,"圣约翰大学,Plymouth Marjon University,纽约圣约翰大学,美国圣约翰大学,St. John's University,Saint John‘s University"
坎布里亚大学,"坎布里亚大学,University of Cumbria"
基尔大学,"基尔大学,Keele University,christian-albrechts-universität zu kiel"
奇切斯特大学,"奇切斯特大学,University of Chichester"
威尔士三一圣大卫大学,"威尔士三一圣大卫大学,University of Wales Trinity Saint David,University of Wales Trinity Saint David (Prifysgol Cymru Y Drindod"
威尔士大学,"威尔士大学,University of Wales,University of Wales (Prifysgol Cymru)"
威斯敏斯特大学,"威斯敏斯特大学,University of Westminster,The University of Westminster"
布莱顿大学,"布莱顿大学,University of Brighton,布萊頓大學,英国布莱顿大学"
德比大学,"德比大学,University of Derby,The University of Derby"
普利茅斯大学,"普利茅斯大学,University of Plymouth,英国普利茅斯大学,University of Plymouth(Plymouth University),Plymouth University"
格罗斯泰斯特主教大学,"格罗斯泰斯特主教大学,Bishop Grosseteste University"
